title, date, location, link, category, price
Brent 2020 Open Meeting| April,Thu| Apr 30| 18:00,Ealing Road Library|Ealing Road|HA0 4BA|,https://www.eventbrite.co.uk/e/brent-2020-open-meeting-april-tickets-95257996231?aff=ebdssbdestsearch,community,Free
The Desirable Residences of Salway Hill and George Lane,Thu| May 14| 10:30,Woodford Green|Woodford Green|,https://www.eventbrite.co.uk/e/the-desirable-residences-of-salway-hill-and-george-lane-tickets-94362844809?aff=ebdssbdestsearch,community,Free
Trust Me.  I'm a Doctor,Wed| May 20| 14:00,Redbridge Central Library and Museum|Clements Road|Ilford|IG1 1EA|,https://www.eventbrite.co.uk/e/trust-me-im-a-doctor-tickets-94369428501?aff=ebdssbdestsearch,"community,health",Free
Pipe Roll Society: Eleanor de Montfort| a rebel countess in Medieval Englan...,Tue| Jun 23| 18:00,The National Archives|Bessant Drive|Kew|TW9 4DU|,https://www.eventbrite.co.uk/e/pipe-roll-society-eleanor-de-montfort-a-rebel-countess-in-medieval-england-tickets-94635632725?aff=ebdssbdestsearch,community,£7.50
Rotherhithe Foreshore guided walk,Mon| Apr 13| 11:30,Hanover Stairs|Isambard Place|Rotherhithe Street|London|,https://www.eventbrite.co.uk/e/rotherhithe-foreshore-guided-walk-tickets-94130497853?aff=ebdssbdestsearch,community,£0 - £10
Wolf at the Door: Creative Writing Weekend,Sat| Apr 11| 10:00,West London Buddhist Centre|Porchester Road|London|W2 5DP|,https://www.eventbrite.co.uk/e/wolf-at-the-door-creative-writing-weekend-tickets-91161513541?aff=ebdssbdestsearch,community,£70 - £130
Launching The Glass Hotel with Emily St. John Mandel & Octavia Bright (Gowe...,Wed| May 20| 18:30,Waterstones|82 Gower Street|London|WC1E 6EQ|,https://www.eventbrite.co.uk/e/launching-the-glass-hotel-with-emily-st-john-mandel-octavia-bright-gower-st-tickets-86717611711?aff=ebdssbdestsearch,community,£8 - £10
Tales from the Crypt: Workshop 2: Art and Heritage,Wed| Apr 22| 09:30,St James the Great| Clapton Church|233 Lower Clapton Road|Clapton|Hackney|,https://www.eventbrite.com/e/tales-from-the-crypt-workshop-2-art-and-heritage-tickets-92936691145?aff=ebdssbdestsearch,"community,charity-and-causes,arts",Free
An evening with Miriam| Savita & Sif discussing their Young Adult novels,Mon| Apr 27| 18:30,Finchley Church End Library|Regents Park Road|#318-320|London|,https://www.eventbrite.co.uk/e/an-evening-with-miriam-savita-sif-discussing-their-young-adult-novels-tickets-96047018217?aff=ebdssbdestsearch,community,Free
The Treasures of the City's Livery Halls,Thu| Jul 16| 18:30,The Worshipful Company of Information Technologists|39A Bartholomew Close|London|EC1A 7JN|,https://www.eventbrite.co.uk/e/the-treasures-of-the-citys-livery-halls-tickets-96746943713?aff=ebdssbdestsearch,community,£15
Our Community Festival,Sun| Jul 19| 12:00,Barley Lane Recreation Ground|Barley Lane|Ilford|IG3 8XD|,https://www.eventbrite.co.uk/e/our-community-festival-tickets-91161593781?aff=ebdssbdestsearch,community,From £11.37
Deciphering Old Handwriting (Intermediate),Wed| Apr 29| 17:30,London Metropolitan Archives|40 Northampton Rd|London|EC1R 0HB|,https://www.eventbrite.co.uk/e/deciphering-old-handwriting-intermediate-tickets-86493535493?aff=ebdssbdestsearch,community,£11.37
World Laughter Day London,Sun| May 3| 12:00,London|London|,https://www.eventbrite.co.uk/e/world-laughter-day-london-tickets-79499853201?aff=ebdssbdestsearch,community,Free
Circles and Squares £ the Hampstead Modernists,Wed| May 20| 18:30,Isokon Gallery|Lawn Road|London|NW3 2XD|,https://www.eventbrite.co.uk/e/circles-and-squares-the-hampstead-modernists-tickets-96224918321?aff=ebdssbdestsearch,community,£10
Arts Award CPD: Curriculum & Progression,Thu| May 14| 16:30,Cottesloe Room|National Theatre|Lambeth|London|,https://www.eventbrite.co.uk/e/arts-award-cpd-curriculum-progression-tickets-74088537811?aff=ebdssbdestsearch,community,Free
3RD BUGANDA CLAN CONVENTION (UK) 2020,Sat| Jun 27| 14:30,Harris Academy Peckham|112 Peckham Rd|London|SE15 5DZ|,https://www.eventbrite.co.uk/e/3rd-buganda-clan-convention-uk-2020-tickets-92689160775?aff=ebdssbdestsearch,community,Free
The price of war and an exploration of WWII,Fri| Apr 24| 15:30,Imperial War Museum|Lambeth Road|London|SE1 6HZ|,https://www.eventbrite.co.uk/e/the-price-of-war-and-an-exploration-of-wwii-tickets-83543389527?aff=ebdssbdestsearch,community,£12.50 - £13
The Mum Club Breakfast Club London November,Thu| Nov 19| 10:00,No 11 Pimlico Road|11 Pimlico Road|London|SW1W 8NA|,https://www.eventbrite.co.uk/e/the-mum-club-breakfast-club-london-november-tickets-97053522699?aff=ebdssbdestsearch,community,£35.08
BACK TO THE SOURCE,Sat| May 30| 12:00,Siobhan Davies Studios|85 Saint George's Road|London|SE1 6ER|,https://www.eventbrite.com/e/back-to-the-source-tickets-94793404625?aff=ebdssbdestsearch,community,£68
Polymathic Daughters: May Morris and Eleanor Marx,Sat| May 2| 15:00,William Morris Gallery|Forest Road|London|E17 4PP|,https://www.eventbrite.co.uk/e/polymathic-daughters-may-morris-and-eleanor-marx-tickets-94404543531?aff=ebdssbdestsearch,community,£5
Walter de la Mare's Birthday Party,Sat| Apr 25| 19:30,Penge Library|46 Green Lane|Penge|South London|,https://www.eventbrite.com/e/walter-de-la-mares-birthday-party-tickets-93594873787?aff=ebdssbdestsearch,community,£11.01
Hackney Record Fair,Sun| Apr 19| 11:00,Abney Public Hall|73A Stoke Newington Church St|Hackney|London|,https://www.eventbrite.co.uk/e/hackney-record-fair-tickets-89393292745?aff=ebdssbdestsearch,community,Free
Why Women Are Blamed For Everything - Dr Jessica Taylor Book Launch  LONDON,Wed| May 6| 19:00,Resource For London|356 Holloway Road|London|N7 6PA|,https://www.eventbrite.co.uk/e/why-women-are-blamed-for-everything-dr-jessica-taylor-book-launch-london-tickets-82632551185?aff=ebdssbdestsearch,community,From £22.14
Aliens and strangers: migration to England in the Early Modern period,Fri| May 15| 14:00,The National Archives|Bessant Drive|Richmond|TW9 4DU|,https://www.eventbrite.co.uk/e/aliens-and-strangers-migration-to-england-in-the-early-modern-period-tickets-93928128561?aff=ebdssbdestsearch,community,£6 - £7.50
Art Deco Britain with Elain Harwood,Thu| Apr 30| 18:30,Isokon Gallery|Lawn Road|London|NW3 2XD|,https://www.eventbrite.co.uk/e/art-deco-britain-with-elain-harwood-tickets-96552472043?aff=ebdssbdestsearch,community,£10
In Conversation with Nova Reid,Wed| May 6| 18:30,Kindred|Queen Caroline Street|London|W6 9BW|,https://www.eventbrite.co.uk/e/in-conversation-with-nova-reid-tickets-98041345303?aff=ebdssbdestsearch,community,£44.35
Walthamstow Flea Market,Sun| Jul 5| 11:00,Walthamstow School for Girls|Church Hill|London|E17 9RZ|,https://www.eventbrite.co.uk/e/walthamstow-flea-market-tickets-91443902173?aff=ebdssbdestsearch,community,Free
WE'LL MEET AGAIN: ISLINGTON ON THE HOME FRONT IN PHOTOGRAPHS (1939-45),Tue| May 5| 18:30,Cally Clock Tower Centre|Market Road|London|N7 9FR|,https://www.eventbrite.co.uk/e/well-meet-again-islington-on-the-home-front-in-photographs-1939-45-tickets-91601481497?aff=ebdssbdestsearch,community,Free
The Dawn of a new Decade: Redbridge in 1970,Thu| May 7| 11:00,Gants Hill Library|490 Cranbrook Road|Ilford|IG2 6LA|,https://www.eventbrite.co.uk/e/the-dawn-of-a-new-decade-redbridge-in-1970-tickets-94357743551?aff=ebdssbdestsearch,community,Free
Design Day: Marvellous Architecture,Thu| Apr 16| 11:00,Royal Institute of British Architects|66 Portland Place|Westminister|London|,https://www.eventbrite.co.uk/e/design-day-marvellous-architecture-tickets-92468809699?aff=ebdssbdestsearch,community,From £32.63
A tale of two taxes: the people of Ealing| Domesday Book and the Restoratio...,Wed| May 13| 18:00,Ealing Central Library|103 Ealing Broadway Centre|London|W5 5JY|,https://www.eventbrite.co.uk/e/a-tale-of-two-taxes-the-people-of-ealing-domesday-book-and-the-restoration-hearth-tax-dr-andrew-tickets-88659913187?aff=ebdssbdestsearch,community,Free
The David Parr House: an extraordinary Cambridge home,Sat| Apr 25| 12:00,The William Morris Society|26 Upper Mall|London|W6 9TA|,https://www.eventbrite.co.uk/e/the-david-parr-house-an-extraordinary-cambridge-home-tickets-91616476347?aff=ebdssbdestsearch,community,£7 - £14
Celebrating black history & craft fair,Sat| Oct 24| 12:00,Stoke Newington Methodist Church|106A Stoke Newington High Street|Hackney|London|,https://www.eventbrite.co.uk/e/celebrating-black-history-craft-fair-tickets-91889384623?aff=ebdssbdestsearch,community,Free
Undocumented,Thu| Jun 18| 18:45,The London Library|14 Saint James's Square|London|SW1Y 4LG|,https://www.eventbrite.co.uk/e/undocumented-tickets-93317145093?aff=ebdssbdestsearch,community,£5 - £12
Ernest Gimson and the Morrises,Sat| Jun 13| 12:00,The William Morris Society|26 Upper Mall|London|W6 9TA|,https://www.eventbrite.co.uk/e/ernest-gimson-and-the-morrises-tickets-91620901583?aff=ebdssbdestsearch,community,£7 – £14
Arts Award CPD: Getting Started| Seeding & Leading,Tue| Jul 7| 16:30,Siobhan Davies Studios|85 St Georges Road|Elephant & Castle|London|,https://www.eventbrite.co.uk/e/arts-award-cpd-getting-started-seeding-leading-tickets-74088878831?aff=ebdssbdestsearch,community,Free
A Greek Folk Journey –  Travel| Culture and Gastronomy,Fri| Apr 24| 19:00,The Hellenic Centre|16-18 Paddington Street|London|W1U 5AS|,https://www.eventbrite.co.uk/e/a-greek-folk-journey-travel-culture-and-gastronomy-tickets-96667291471?aff=ebdssbdestsearch,community,Free
The Mum Club Breakfast Club London June,Thu| Jun 4| 10:00,No 11 Pimlico Road|11 Pimlico Road|London|SW1W 8NA|,https://www.eventbrite.co.uk/e/the-mum-club-breakfast-club-london-june-tickets-97052403351?aff=ebdssbdestsearch,community,£35.08
The Diaspora of Jewish Refugee Survivor Women in London| 1939-1950,Tue| Apr 21| 15:00,The Wiener Holocaust Library|29 Russell Square|London|WC1B 5DP|,https://www.eventbrite.co.uk/e/the-diaspora-of-jewish-refugee-survivor-women-in-london-1939-1950-tickets-97298038051?aff=ebdssbdestsearch,community,Free
One Mind One Health One Planet,Sat| May 16| 09:00,Sarah Fell Room| Friends House|173 Euston Road|London|NW1 2BJ|,https://www.eventbrite.co.uk/e/one-mind-one-health-one-planet-tickets-90061027959?aff=ebdssbdestsearch,community,From £32.93
8th Kitenge Festival UK 2020,Sat| Aug 1| 10:00,Hartley Hall|Flower Lane|London|NW7 2JA|,https://www.eventbrite.co.uk/e/8th-kitenge-festival-uk-2020-tickets-74083843771?aff=ebdssbdestsearch,community,£0 - £16.76
Visit to RUSI (Royal United Services Institute) Whitehall,Tue| Jun 2| 15:00,RUSI Headquarters|61 Whitehall|London|SW1A 2ET|,https://www.eventbrite.co.uk/e/visit-to-rusi-royal-united-services-institute-whitehall-tickets-78432412457?aff=ebdssbdestsearch,community,£15 - £20
Ticket to Ryde,Tue| Apr 21| 10:00,Under the clock at Waterloo Station|Station Approach|London|SE1 8SW|,https://www.eventbrite.co.uk/e/ticket-to-ryde-tickets-88353711329?aff=ebdssbdestsearch,community,£9 - £12
My Wild and Sleepless Nights - Clover Stroud in conversation with Elizabeth...,Thu| Apr 23| 18:30,Waterstones|82 Gower Street|London|WC1E 6EQ|,https://www.eventbrite.co.uk/e/my-wild-and-sleepless-nights-clover-stroud-in-conversation-with-elizabeth-morris-gower-street-tickets-96744359985?aff=ebdssbdestsearch,community,£8 - £10
North Chingford Jumble Trail,Sun| May 3| 11:00,E4 7HU|6 Elmfield Road|London|E4 7HU|,https://www.eventbrite.co.uk/e/north-chingford-jumble-trail-tickets-4820519303?aff=ebdssbdestsearch,community,£5
The Empire Tour by Ameet Shah,Fri| May 15| 18:00,Waterstones| The Grand Building|Trafalgar Square|Charing Cross|London|,https://www.eventbrite.co.uk/e/the-empire-tour-by-ameet-shah-tickets-83553447611?aff=ebdssbdestsearch,community,£12.50 - £13
Troy Exhibition at the British Museum Evening Tour,Fri| Jun 3| 18:00,The British Museum|Great Russell Street|London|WC1B 3DG|,https://www.eventbrite.co.uk/e/troy-exhibition-at-the-british-museum-evening-tour-tickets-92102167061?aff=ebdssbdestsearch,community,£22.15 - £180
Identity| Education and Crisis,Mon| Apr 20| 23:30,UCL Institute of Education (room 728) • London,https://www.eventbrite.com/e/identity-education-and-crisis-tickets-94018988325?aff=ebdssbdestsearch,community,Check event for more detail
"Spring ""Fancy a Femme"" Lesbian in London",Sun| Apr 19| 17:30,The Megaro Hotel|1 Belgrove Street|London|WC1H 8AB|,https://www.eventbrite.co.uk/e/spring-fancy-a-femme-lesbian-in-london-tickets-94613689091?aff=ebdssbdestsearch,community,£22.10
The Marx Memorial Lecture. The Plot For Karl Marx,Tue| May 12| 19:30,Chapel| Highgate Cemetery|Swains Lane|London|N6 6PJ|,https://www.eventbrite.co.uk/e/the-marx-memorial-lecture-the-plot-for-karl-marx-tickets-85631418879?aff=ebdssbdestsearch,community,£12
Birkbeck's Big Ideas | Festival of Learning 2020,Thu| May 14| 18:00,Hopkins Room|Stratford Library|3 The Grove|London|,https://www.eventbrite.co.uk/e/birkbecks-big-ideas-festival-of-learning-2020-tickets-72231031961?aff=ebdssbdestsearch,community,Free
Folk Music & Storytelling of Ottoman Ethnic Backgrounds - Suna Alan,Thu| Apr 23| 18:00,Royal Anthropological Institute|50 Fitzroy Street|London|W1T 5BT|,https://www.eventbrite.co.uk/e/folk-music-storytelling-of-ottoman-ethnic-backgrounds-suna-alan-tickets-94618559659?aff=ebdssbdestsearch,community,From £8.68
An evening at the National Gallery with Jonathan Jones,Fri| May 15| 18:30,National Gallery • London,https://www.eventbrite.co.uk/e/an-evening-at-the-national-gallery-with-jonathan-jones-tickets-96909297317?aff=ebdssbdestsearch,community,Check event for more detail
Loved Again Clothes Swap,Wed| Apr 8| 19:00,The Haberdashery|170 Stoke Newington High St|London|N16 7JL|,https://www.eventbrite.co.uk/e/loved-again-clothes-swap-tickets-98245166939?aff=ebdssbdestsearch,community,Free
Nursing in the Media: The Many-Faced Myths,Thu| Apr 30| 17:30,Royal College of Nursing|20 Cavendish Square|London|W1G 0RN|,https://www.eventbrite.co.uk/e/nursing-in-the-media-the-many-faced-myths-tickets-98609526749?aff=ebdssbdestsearch,community,Free
Design Day: Jigsaw Estate: Modelling a community,Tue| Apr 14| 11:00,Royal Institute of British Architects|66 Portland Place|Westminister|London|,https://www.eventbrite.co.uk/e/design-day-jigsaw-estate-modelling-a-community-tickets-92468183827?aff=ebdssbdestsearch,community,From £79.79
An evening with Hashi Mohamed,Wed| Apr 15| 18:00,Ambassadors Bloomsbury Hotel|12 Upper Woburn Place|London|WC1H 0HX|,https://www.eventbrite.co.uk/e/an-evening-with-hashi-mohamed-tickets-97977381987?aff=ebdssbdestsearch,community,Free
CraftyNoLo Market: Easter Craft Market,Sat| Apr 11| 11:00,The Old Church|Stoke Newington Church Street|London|N16 9ES|,https://www.eventbrite.co.uk/e/craftynolo-market-easter-craft-market-tickets-97580195993?aff=ebdssbdestsearch,community,Free
Church Engagement with Communities in Urban Areas – Forging Lasting Links,Sat| May 2| 10:00,Diocese of Southwark| Trinity House|4 Chapel Court|Borough High Street|London|,https://www.eventbrite.co.uk/e/church-engagement-with-communities-in-urban-areas-forging-lasting-links-tickets-92902974297?aff=ebdssbdestsearch,community,Free
Talk: The Kitchener Camp Project,Thu| Apr 23| 18:30,The Wiener Holocaust Library|29 Russell Square|London|WC1B 5DP|,https://www.eventbrite.co.uk/e/talk-the-kitchener-camp-project-tickets-98216914435?aff=ebdssbdestsearch,community,Free
Foraging walk| talk and taste: hone your skills for a new season,Sat| Apr 18| 10:30,Finsbury Park (meeting Finsbury Park station entrance| off Seven Sisters Road)|London|N4 2DE|,https://www.eventbrite.co.uk/e/foraging-walk-talk-and-taste-hone-your-skills-for-a-new-season-tickets-94620142393?aff=ebdssbdestsearch,community,From £16.49
Feria de Abril de Londres,Sun| Apr 19| 15:30,Church Hall of the Holy Apostles| Cumberland Street| SW1V 4LY|Cumberland Street|London|SW1V|,https://www.eventbrite.co.uk/e/feria-de-abril-de-londres-tickets-95423876383?aff=ebdssbdestsearch,community,From £5.98
Social Media Creator & Influencer Meetup London #2,Tue| Apr 21| 18:00,Notes Coffee Roasters & Wine Bar|1A Angel Court|London|EC2R 7HJ|,https://www.eventbrite.com/e/social-media-creator-influencer-meetup-london-2-tickets-94384874701?aff=ebdssbdestsearch,"community,science-and-tech,media,networking",Free
British Museum: Troy Exhibition  Morning Tour,Thu| Jun 11| 14:00 + 1 more event,The British Museum|Great Russell Street|London|WC1B 3DG|,https://www.eventbrite.co.uk/e/british-museum-troy-exhibition-morning-tour-tickets-91467911987?aff=ebdssbdestsearch,community,£20 - £180
Troy Exhibition at the British Museum Afternoon Tour,Fri| Jun 12| 14:00,The British Museum|Great Russell Street|London|WC1B 3DG|,https://www.eventbrite.co.uk/e/troy-exhibition-at-the-british-museum-afternoon-tour-tickets-91466598057?aff=ebdssbdestsearch,community,£16.76 - £180
SHORT STORY COURSE – Masterclass #6 with Ian Sansom,Sat| May 16| 13:30,Waterstones|203-206 Piccadilly|London|W1J 9HD|,https://www.eventbrite.co.uk/e/short-story-course-masterclass-6-with-ian-sansom-tickets-66877858475?aff=ebdssbdestsearch,community,£70
THE JEWISH FESTIVAL OF PESACH (PASSOVER) with Carol Abrahams,Mon| Apr 20| 14:00,Forest Hill Library|Dartmouth Road|London|SE23 3HZ|,https://www.eventbrite.co.uk/e/the-jewish-festival-of-pesach-passover-with-carol-abrahams-tickets-97817758549?aff=ebdssbdestsearch,community,Free
1940: contextualising Britain's military disasters,Fri| Jun 12| 14:00,The National Archives • Richmond,https://www.eventbrite.co.uk/e/1940-contextualising-britains-military-disasters-tickets-93941923823?aff=ebdssbdestsearch,community,Check event for more detail
1970: 'We've only just begun',Thu| Jun 18| 19:30,The National Archives • Richmond,https://www.eventbrite.co.uk/e/1970-weve-only-just-begun-tickets-93944288897?aff=ebdssbdestsearch,community,Check event for more detail
'Caring for the Poor & Vulnerable on Thorney Island' - A Local Walk by Mich...,Sat| Jul 4| 14:00,Meeting point tbc|Broad Sanctuary|London|SW1P 3EE|,https://www.eventbrite.co.uk/e/caring-for-the-poor-vulnerable-on-thorney-island-a-local-walk-by-michael-marriot-tickets-78441780477?aff=ebdssbdestsearch,community,£15 - £20
Connect To: Creative Network (Meet up - June),Thu| Jun 4| 17:00,London College of Communication|Elephant and Castle|Room T1104 (Towerblock)|London|,https://www.eventbrite.co.uk/e/connect-to-creative-network-meet-up-june-tickets-73417603027?aff=ebdssbdestsearch,community,Free
Refugee stories document display,Fri| Jun 19| 14:00,The National Archives|Bessant Drive|Richmond|TW9 4DU|,https://www.eventbrite.co.uk/e/refugee-stories-document-display-tickets-93945502527?aff=ebdssbdestsearch,community,Free
How can architects design better for bamboo?,Sat| Aug 8| 14:00,Architectural Association|36 Bedford Square|London|WC1B 3ES|,https://www.eventbrite.co.uk/e/how-can-architects-design-better-for-bamboo-tickets-95558206167?aff=ebdssbdestsearch,community,Free
One Tree Hill walk,Sun| May 10| 14:00,St. Augustine's church|SE23 3LF|London|SE23 3LF|,https://www.eventbrite.co.uk/e/one-tree-hill-walk-tickets-83531347509?aff=ebdssbdestsearch,"community,charity-and-causes",Free
Grown & Thrown - Mix & Match| Ceramics with Plants,Sat| May 23| 11:00,DIY Art Shop|129 Shacklewell Lane|London|E8 2EJ|,https://www.eventbrite.co.uk/e/grown-thrown-mix-match-ceramics-with-plants-tickets-98021538059?aff=ebdssbdestsearch,"community,arts",Free
Architecture Walking Tour: Marylebone & Regents Park.,Sun| May 17| 11:00,Bryanston Square|Marylebone|London|W1H 2DY|,https://www.eventbrite.co.uk/e/architecture-walking-tour-marylebone-regents-park-tickets-92169400157?aff=ebdssbdestsearch,"community,health,sports-and-fitness,arts",£15 - £20
Five years of A Better Start - a celebration and learning event,Tue| Apr 21| 09:00,Resource For London|356 Holloway Road|London|N7 6PA|,https://www.eventbrite.co.uk/e/five-years-of-a-better-start-a-celebration-and-learning-event-tickets-85766681453?aff=ebdssbdestsearch,community,Free
Who Lived in My House?,Wed| May 13| 14:00,Redbridge Central Library and Museum|Clements Road|Ilford|IG1 1EA|,https://www.eventbrite.co.uk/e/who-lived-in-my-house-tickets-94361175817?aff=ebdssbdestsearch,community,Free
Catford 3 Peaks!,Sat| Jun 13| 11:30,Catford Mews|32 Winslade Way|London|SE6 4JU|,https://www.eventbrite.com/e/catford-3-peaks-tickets-86217451719?aff=ebdssbdestsearch,community,Free
Preserved | Apple Chutney,Tue| Apr 14| 14:00,Every One Every Day | Ripple Road|55 Ripple Road|Barking|IG11 7NT|,https://www.eventbrite.co.uk/e/preserved-apple-chutney-tickets-92200653637?aff=ebdssbdestsearch,community,Free
Improving Your Digital Wellness,Tue| Apr 28| 18:15,The Canvas Cafe|42 Hanbury Street|London|E1 5JL|,https://www.eventbrite.co.uk/e/improving-your-digital-wellness-tickets-94815199815?aff=ebdssbdestsearch,"community,health,science-and-tech",Free
Kingsday Party 2020 at De Hems,Sat| Apr 25| 14:00,De Hems Dutch Cafe Bar|11 Macclesfield Street|London|W1D 5BW|,https://www.eventbrite.co.uk/e/kingsday-party-2020-at-de-hems-tickets-95401180499?aff=ebdssbdestsearch,community,Free
'Idle Women'.  A local history talk by Lester Hillman,Tue| Jun 2| 18:30,Cally Clock Tower Centre|Market Road|London|N7 9FR|,https://www.eventbrite.co.uk/e/idle-women-a-local-history-talk-by-lester-hillman-tickets-95609246831?aff=ebdssbdestsearch,community,Free
Mattering: An Introduction to the Relational Approach,Tue| Apr 28| 09:30,Upper Hall|Claremont Building|24-27 White Lion Street|London|,https://www.eventbrite.co.uk/e/mattering-an-introduction-to-the-relational-approach-tickets-86796764459?aff=ebdssbdestsearch,community,£50 - £150
Design Day: Brilliant Bridges,Fri| Apr 17| 11:00,Royal Institute of British Architects|66 Portland Place|Westminister|London|,https://www.eventbrite.co.uk/e/design-day-brilliant-bridges-tickets-92366527771?aff=ebdssbdestsearch,community,From £32.63
King’s Cross; railways| writers and regeneration,Fri| May 29| 18:00,St Pancras Renaissance Hotel|Euston Road|Kings Cross|London|,https://www.eventbrite.co.uk/e/kings-cross-railways-writers-and-regeneration-tickets-83544105669?aff=ebdssbdestsearch,community,£12.50 - £13
The Real London of Peaky Blinders,Sat| Apr 25| 19:00,Farringdon Underground|39 Cowcross St|London|EC1M|,https://www.eventbrite.co.uk/e/the-real-london-of-peaky-blinders-tickets-86224928081?aff=ebdssbdestsearch,community,£9 - £12
Fabulous Façades – Art Deco Spitalfields,Thu| Apr 23| 18:30,Liverpool Street Station|London|,https://www.eventbrite.co.uk/e/fabulous-facades-art-deco-spitalfields-tickets-95861224503?aff=ebdssbdestsearch,community,£9 - £12
Tour of Westminster Abbey,Fri| Oct 30| 13:00,Westminster Abbey|London|SW1P 3PA|,https://www.eventbrite.co.uk/e/tour-of-westminster-abbey-tickets-83551361371?aff=ebdssbdestsearch,"community,sports-and-fitness,health",£10 - £10.50
South East London Arts Award Network: Pathways to Creative Careers,Thu| Jun 25| 14:00,Ravensbourne University London|6 Penrose Way|London|SE10 0EW|,https://www.eventbrite.co.uk/e/south-east-london-arts-award-network-pathways-to-creative-careers-tickets-80677401279?aff=ebdssbdestsearch,community,Free
The Owl and the Pussycat and Edward Lear,Sat| Jul 11| 14:00,Kensington Central Library|Lecture theatre - back of library|(Off from Campden Hill Road)|12 Phillimore Walk W8 7RX|,https://www.eventbrite.co.uk/e/the-owl-and-the-pussycat-and-edward-lear-tickets-96084526405?aff=ebdssbdestsearch,community,£3
The largest Archaeological site in London,Thu| Oct 8| 19:00,St. Augustine's church|SE23 3LF|London|SE23 3LF|,https://www.eventbrite.co.uk/e/the-largest-archaeological-site-in-london-tickets-83798442397?aff=ebdssbdestsearch,community,Free
The ♥ OF HARLESDEN to  Ace ♣️ Cafe Canal Stroll,Sun| Apr 19| 14:00,High Street Harlesden|High Street Harlesden|London|NW10|,https://www.eventbrite.co.uk/e/the-of-harlesden-to-ace-cafe-canal-stroll-tickets-96187004921?aff=ebdssbdestsearch,community,Free
CXFest 2020,Fri| May 1| 09:00,Huckletree West|191 Wood Lane|London|W12 7FP|,https://www.eventbrite.com/e/cxfest-2020-tickets-95829688177?aff=ebdssbdestsearch,community,£0 - £90
Birkbeck's Big Ideas | Adult Learners Week 2020,Fri| Jun 19| 18:00,Hopkins Room|Stratford Library|3 The Grove|London|,https://www.eventbrite.co.uk/e/birkbecks-big-ideas-adult-learners-week-2020-tickets-72231326843?aff=ebdssbdestsearch,community,Free
RUSS Workshop: Module 2: Getting Moving ...finding a viable site,Sat| Apr 25| 09:45,RUSS CommunityHub|12 Church Grove|London|SE13 7UU|,https://www.eventbrite.co.uk/e/russ-workshop-module-2-getting-moving-finding-a-viable-site-tickets-83539006417?aff=ebdssbdestsearch,community,£25
Pilgrims| Profit and Propaganda: the birthplace of America.A Mayflower Walk,Wed| May 20| 11:00,War Memorial in the forecourt of The Royal Exchange|London|EC3V 3LR|,https://www.eventbrite.co.uk/e/pilgrims-profit-and-propaganda-the-birthplace-of-americaa-mayflower-walk-tickets-88430334511?aff=ebdssbdestsearch,"community,sports-and-fitness,health",£25
Using Migration Records,Fri| Apr 24| 14:00,The National Archives|Bessant Drive|Richmond|TW9 4DU|,https://www.eventbrite.co.uk/e/using-migration-records-tickets-93922152687?aff=ebdssbdestsearch,community,£6 - £7.50
Surgery and Emotion before Anaesthesia,Thu| Apr 23| 18:00,The Worshipful Society of Apothecaries|Black Friars Ln|London|EC4V 6EJ|,https://www.eventbrite.co.uk/e/surgery-and-emotion-before-anaesthesia-tickets-63102538391?aff=ebdssbdestsearch,community,Free
New London Architecture Photography Tour - West End & Soho,Sat| Apr 18| 14:00,The Building Centre|26 Store Street|London|WC1E7BT|,https://www.eventbrite.co.uk/e/new-london-architecture-photography-tour-west-end-soho-tickets-85776288187?aff=ebdssbdestsearch,community,£14 - £18
South East London Arts Award Network: Beyond Targets,Thu| Apr 30| 16:00,Sunley Pavilion| Southbank Centre|Belvedere Road|Lambeth|London|,https://www.eventbrite.co.uk/e/south-east-london-arts-award-network-beyond-targets-tickets-80690797347?aff=ebdssbdestsearch,community,Free
Arts Award Network Meeting in partnership with artsdepot,Wed| Jul 15| 16:00,artsdepot • London,https://www.eventbrite.co.uk/e/arts-award-network-meeting-in-partnership-with-artsdepot-tickets-92374794497?aff=ebdssbdestsearch,community,Check event for more detail
New London Architecture Walking Tour - Regent's Canal,Wed| Oct 7| 10:30,Angel Station|London|EC1V 1NE|,https://www.eventbrite.co.uk/e/new-london-architecture-walking-tour-regents-canal-tickets-86708769263?aff=ebdssbdestsearch,community,£14 - £18
Central Peckham Walk,Sun| Aug 16| 14:00,Peckham Rye Station SE15 4RX|62A East Dulwich Road|London|SE22 9AT|,https://www.eventbrite.co.uk/e/central-peckham-walk-tickets-83780013275?aff=ebdssbdestsearch,community,Free
Social Mobility 2020: Somali Stories,Fri| Apr 10| 18:00,London School of Economics and Political Science|Houghton Street|London|WC2A 2AE|,https://www.eventbrite.co.uk/e/social-mobility-2020-somali-stories-tickets-98442765963?aff=ebdssbdestsearch,community,Free
Blackheath painter of the inter war years|  Francis Dodd| RA,Mon| Apr 27| 19:00,The Old Bakehouse Theatre| off Bennett Park|11 Blackheath Village|London|SE3 9LA|,https://www.eventbrite.com/e/blackheath-painter-of-the-inter-war-years-francis-dodd-ra-tickets-95518427187?aff=ebdssbdestsearch,community,£10
